,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
4284,HIP1,chr7,75162621,1,0,0,1,0,0,1,0,0,,,
4285,HOXA5,chr7,27180671,0,0,1,0,0,1,0,0,0,,,
4286,HSPB1,chr7,75931861,1,0,0,1,0,0,1,0,0,,,
4287,ICA1,chr7,8152814,1,0,0,0,0,0,0,0,0,,,
4288,IFRD1,chr7,112063023,0,0,0,0,0,0,0,0,0,,,
4289,IGFBP3,chr7,45951949,1,0,0,0,0,0,0,0,0,,,
4290,IKZF1,chr7,50343720,0,0,0,0,0,0,0,0,0,,,
4291,IMPDH1,chr7,128032331,1,0,0,1,0,0,1,0,0,,,
4292,ING3,chr7,120590803,0,0,0,0,0,0,0,0,0,,,
4293,IRF5,chr7,128577666,1,0,0,0,0,0,0,0,0,,,
4294,KCTD7,chr7,66093868,1,0,0,1,0,0,1,0,0,,,
4295,KLRG2,chr7,139137436,0,0,1,0,0,1,0,0,1,,,
4296,KMT2E,chr7,104654626,1,0,0,1,0,0,1,0,0,,,
4297,KRIT1,chr7,91828283,1,0,0,1,0,0,1,0,0,,,
4298,LAMB1,chr7,107564244,0,0,0,0,0,0,0,0,0,,,
4299,LIMK1,chr7,73497263,1,0,0,1,0,0,1,0,0,,,
4300,LMTK2,chr7,97736197,1,0,0,1,0,0,1,0,0,,,
4301,LRCH4,chr7,100169855,1,0,0,0,0,0,0,0,0,,,
4302,LRWD1,chr7,102105376,1,0,0,1,0,0,1,0,0,,,
4303,LUC7L2,chr7,139026106,1,0,0,1,0,0,1,0,0,,,
4304,MAFK,chr7,1570350,1,0,1,1,0,1,1,0,0,,,
4305,MDFIC,chr7,114562209,0,0,0,0,0,0,0,0,0,,,
4306,MDH2,chr7,75677369,1,0,0,1,0,0,1,0,0,,,
4307,MEPCE,chr7,100026413,1,0,0,1,0,0,1,0,0,,,
4308,MET,chr7,116312444,1,0,0,1,0,0,1,0,0,,,
4309,METTL2B,chr7,128116783,1,0,0,1,0,0,1,0,0,,,
4310,MICALL2,chr7,1468101,1,0,0,1,0,0,1,0,0,,,
4311,MIOS,chr7,7606503,1,0,0,1,0,0,1,0,0,,,
4312,MKRN1,chr7,140152840,1,0,0,1,0,0,1,0,0,,,
4313,MPLKIP,chr7,40165622,1,0,0,1,0,0,1,0,0,,,
4314,MRPS17,chr7,55954970,0,0,0,0,0,0,0,0,0,,,
4315,MTPN,chr7,135611509,1,0,0,1,0,0,1,0,0,,,
4316,NAMPT,chr7,105888731,1,0,0,1,0,0,1,0,0,,,
4317,NAPEPLD,chr7,102740223,0,0,0,0,0,0,0,0,0,,,
4318,NOM1,chr7,156742417,1,0,0,1,0,0,1,0,0,,,
4319,NOS3,chr7,150688083,1,0,0,1,0,0,1,0,0,,,
4320,NRF1,chr7,129251555,0,0,0,0,0,0,0,0,0,,,
4321,NSUN5,chr7,72716514,1,0,0,1,0,0,1,0,0,,,
4322,NUB1,chr7,151038785,1,0,0,1,0,0,1,0,0,,,
4323,NUDCD3,chr7,44418720,1,0,0,1,0,0,1,0,0,,,
4324,NUPL2,chr7,23221446,1,0,0,1,0,0,1,0,0,,,
4325,OSBPL3,chr7,24836158,1,0,1,1,0,0,1,0,0,,,
4326,PARP12,chr7,139723544,0,0,0,0,0,0,0,0,0,,,
4327,PAXIP1,chr7,154735397,1,0,0,0,0,0,0,0,0,,,
4328,PCLO,chr7,82383329,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4329,PDAP1,chr7,98989671,1,0,0,1,0,0,1,0,0,,,
4330,PDE1C,chr7,31790793,0,0,1,0,0,0,0,0,0,,,
4331,PDIA4,chr7,148700154,1,0,0,0,0,0,0,0,0,,,
4332,PDK4,chr7,95212811,0,0,0,0,0,0,0,0,0,,,
4333,PEG10,chr7,94285637,1,0,0,1,0,0,1,0,0,,,
4334,PEX1,chr7,92116334,1,0,0,1,0,0,1,0,0,,,
4335,PHF14,chr7,11013499,1,0,0,1,0,0,1,0,0,,,
4336,PMPCB,chr7,102937869,1,0,0,0,0,0,0,0,0,,,
4337,PMS2,chr7,6012870,1,0,0,1,0,0,1,0,0,,,
4338,PODXL,chr7,131185021,0,0,0,0,0,0,0,0,0,,,
4339,POM121,chr7,72349936,1,0,0,1,0,0,1,0,0,,,
4340,POM121C,chr7,75046066,1,0,0,1,0,0,1,0,0,,,
4341,POR,chr7,75528518,1,0,0,0,0,0,0,0,0,,,
4342,PPIA,chr7,44836279,1,0,0,1,0,0,1,0,0,,,
4343,PPP1R9A,chr7,94536514,1,0,0,1,0,0,1,0,0,,,
4344,PRKAG2,chr7,151253197,1,0,0,1,0,0,1,0,0,,,
4345,PRKAR1B,chr7,588834,0,0,0,0,0,0,0,0,0,,,
4346,PRKRIP1,chr7,102004319,0,0,0,0,0,0,0,0,0,,,
4347,PRR15,chr7,29603427,0,0,1,0,0,0,0,0,0,,,
4348,PTPN12,chr7,77166592,1,0,0,1,0,0,1,0,0,,,
4349,PUS7,chr7,105080108,1,0,0,1,0,0,1,0,0,,,
4350,RAC1,chr7,6414154,1,0,0,1,0,0,1,0,0,,,
4351,RADIL,chr7,4836686,0,0,0,0,0,0,0,0,0,,,
4352,RALA,chr7,39663082,1,0,0,1,0,0,1,0,0,,,
4353,RBM33,chr7,155437145,1,0,0,1,0,0,1,0,0,,,
4354,REPIN1,chr7,150065278,1,0,1,0,0,0,0,0,0,,,
4355,RHEB,chr7,151163098,1,0,0,1,0,0,1,0,0,,,
4356,RNF216,chr7,5659678,1,0,0,1,0,0,1,0,0,,,
4357,RSBN1L,chr7,77325760,1,0,0,1,0,0,1,0,0,,,
4358,SBDS,chr7,66452664,1,0,0,1,0,0,1,0,0,,,
4359,SCIN,chr7,12610203,0,0,0,0,0,0,0,0,0,,,
4360,SEC61G,chr7,54819943,0,0,0,0,0,0,0,0,0,,,
4361,SEPT7,chr7,35840542,1,0,0,1,0,0,1,0,0,,,
4362,SKAP2,chr7,26706681,0,0,0,0,0,0,0,0,0,,,
4363,SLC4A2,chr7,150754297,0,0,0,0,0,0,0,0,0,,,
4364,SND1,chr7,127292234,1,0,0,1,0,0,1,0,0,,,
4365,SNX13,chr7,17830385,0,0,0,0,0,0,0,0,0,,,
4366,SNX8,chr7,2291405,1,0,0,1,0,0,1,0,0,,,
4367,SP4,chr7,21467652,1,0,0,1,0,0,1,0,0,,,
4368,SRI,chr7,87834433,1,0,0,1,0,0,1,0,0,,,
4369,SRRT,chr7,100472733,1,0,0,0,0,0,0,0,0,,,
4370,STARD3NL,chr7,38217824,1,0,0,0,0,0,0,0,0,,,
4371,STEAP2,chr7,89796904,1,0,0,1,0,0,0,0,0,,,
4372,STK17A,chr7,43622357,1,0,0,1,0,0,1,0,0,,,
4373,STRIP2,chr7,129074274,0,0,0,0,0,0,0,0,0,,,
4374,SUN1,chr7,855528,1,0,0,1,0,0,1,0,0,,,
4375,TAX1BP1,chr7,27778950,1,0,0,1,0,0,1,0,0,,,
4376,TECPR1,chr7,97843936,1,0,0,1,0,0,1,0,0,,,
4377,TES,chr7,115850547,1,0,0,1,0,0,1,0,0,,,
4378,TMEM176B,chr7,150488373,0,0,0,0,0,0,0,0,0,,,
4379,TMEM209,chr7,129804555,1,0,0,1,0,0,1,0,0,,,
4380,TMUB1,chr7,150778167,1,0,0,1,0,0,1,0,0,,,
4381,TNRC18,chr7,5346421,1,0,0,1,0,0,1,0,0,,,
4382,TNS3,chr7,47314752,1,0,0,1,0,0,1,0,0,,,
4383,TRA2A,chr7,23544399,1,0,0,1,0,0,0,0,0,,,
4384,TRIL,chr7,28992974,0,0,0,0,0,0,0,0,0,,,
4385,TRIM24,chr7,138145079,1,0,0,0,0,0,0,0,0,,,
4386,TSC22D4,chr7,100060982,1,0,0,1,0,0,1,0,0,,,
4387,TSPAN13,chr7,16793160,1,0,0,1,0,0,1,0,0,,,
4388,TTYH3,chr7,2671585,1,0,0,1,0,0,1,0,0,,,
4389,TWISTNB,chr7,19735085,1,0,0,1,0,0,1,0,0,,,
4390,UBE2H,chr7,129470572,1,0,0,1,0,0,1,0,0,,,
4391,UBE3C,chr7,156931607,1,0,0,1,0,0,1,0,0,,,
4392,UBN2,chr7,138915102,1,0,0,1,0,0,1,0,0,,,
4393,UPP1,chr7,48128225,1,0,0,1,0,0,1,0,0,,,
4394,URGCP,chr7,43915493,1,0,0,1,0,0,1,0,0,,,
4395,USP42,chr7,6144515,1,0,0,1,0,0,1,0,0,,,
4396,WASL,chr7,123321989,1,0,0,1,0,0,1,0,0,,,
4397,WDR60,chr7,158649269,1,0,0,1,0,0,1,0,0,,,
4398,WDR91,chr7,134868590,1,0,0,1,0,0,1,0,0,,,
4399,WIPI2,chr7,5229819,1,0,0,1,0,0,1,0,0,,,
4400,YWHAG,chr7,75956116,1,0,0,1,0,0,1,0,0,,,
4401,ZC3HAV1,chr7,138728266,1,0,0,1,0,0,1,0,0,,,
4402,ZC3HAV1L,chr7,138710452,0,0,1,0,0,1,0,0,0,,,
4403,ZKSCAN1,chr7,99613204,1,0,0,1,0,0,1,0,0,,,
4404,ZMIZ2,chr7,44788180,1,0,0,1,0,0,1,0,0,,,
4405,ZNF316,chr7,6676953,1,0,0,1,0,0,1,0,0,,,
4406,ZNF655,chr7,99156029,1,0,0,1,0,0,1,0,0,,,
4407,ZNF777,chr7,149128454,0,0,0,0,0,0,0,0,0,,,
4408,ZNF800,chr7,126986844,1,0,0,0,0,0,0,0,0,,,
4409,ZNRF2,chr7,30323923,1,0,0,1,0,0,1,0,0,,,
4410,ZYX,chr7,143078173,1,0,0,1,0,0,1,0,0,,,
4411,ADAM9,chr8,38854388,1,0,0,1,0,0,1,0,0,,,
4412,AGO2,chr8,141541264,1,0,0,1,0,0,1,0,0,,,
4413,ANK1,chr8,41510739,1,0,1,0,0,1,0,0,1,,,
4414,AP3M2,chr8,42010464,1,0,0,1,0,0,0,0,0,,,
4415,ARFGEF1,chr8,68085747,1,0,0,1,0,0,1,0,0,,,
4416,ARHGAP39,chr8,145754563,1,0,0,1,0,0,1,0,0,,,
4417,ARHGEF10,chr8,1772142,1,0,0,1,0,0,1,0,0,,,
4418,ARMC1,chr8,66514694,1,0,0,1,0,0,1,0,0,,,
4419,ASAP1,chr8,131064353,1,0,0,1,0,0,1,0,0,,,
4420,ASH2L,chr8,37962760,1,0,0,1,0,0,1,0,0,,,
4421,ASPH,chr8,62413116,1,0,0,1,0,0,1,0,0,,,
4422,ATAD2,chr8,124332090,1,0,0,1,0,0,1,0,0,,,
4423,ATP6V1B2,chr8,20054878,0,0,0,0,0,0,0,0,0,,,
4424,BAG4,chr8,38034051,1,0,0,1,0,0,1,0,0,,,
4425,BNIP3L,chr8,26240414,1,0,0,1,0,0,1,0,0,,,
4426,BOP1,chr8,145486055,1,0,0,0,0,0,0,0,0,,,
4427,C8orf33,chr8,146277764,1,0,0,1,0,0,1,0,0,,,
4428,C8orf37,chr8,96257147,1,0,0,0,0,0,0,0,0,,,
4429,CA13,chr8,86132816,1,0,0,1,0,0,1,0,0,,,
4430,CA2,chr8,86376081,0,0,0,0,0,0,0,0,0,,,
4431,CA3,chr8,86285665,0,0,0,0,0,0,0,0,0,,,
4432,CA8,chr8,61099906,1,0,1,0,0,0,0,0,0,,,
4433,CCAR2,chr8,22462145,1,0,0,1,0,0,1,0,0,,,
4434,CCDC25,chr8,27590835,1,0,0,1,0,0,1,0,0,,,
4435,CEBPD,chr8,48649471,1,0,0,1,0,0,1,0,0,,,
4436,CHD7,chr8,61591337,1,0,0,1,0,0,1,0,0,,,
4437,CHMP4C,chr8,82644669,1,0,0,1,0,0,1,0,0,,,
4438,CHMP7,chr8,23101150,1,0,0,1,0,0,1,0,0,,,
4439,CLDN23,chr8,8559448,1,0,0,0,0,0,0,0,0,,,
4440,CLU,chr8,27454434,0,0,0,0,0,0,0,0,0,,,
4441,COPS5,chr8,67955314,0,0,0,0,0,0,0,0,0,,,
4442,CPNE3,chr8,87497059,1,0,0,1,0,0,1,0,0,,,
4443,CPQ,chr8,97657455,0,0,0,0,0,0,0,0,0,,,
4444,CPSF1,chr8,145618444,1,0,0,0,0,0,0,0,0,,,
4445,CSPP1,chr8,67974661,1,0,0,1,0,0,1,0,0,,,
4446,DDHD2,chr8,38082736,1,0,0,1,0,0,1,0,0,,,
4447,DENND3,chr8,142127377,1,0,0,0,0,0,0,0,0,,,
4448,DEPTOR,chr8,120885957,1,0,0,1,0,0,1,0,0,,,
4449,DERL1,chr8,124025404,1,0,0,1,0,0,1,0,0,,,
4450,DGAT1,chr8,145539954,1,1,0,1,0,0,1,0,0,,,
4451,DLC1,chr8,12940870,1,0,0,0,0,0,0,0,0,,,
4452,DMTN,chr8,21906506,1,0,0,1,0,0,1,0,0,,,
4453,DOCK5,chr8,25042238,1,0,0,1,0,0,1,0,0,,,
4454,DPYSL2,chr8,26371791,1,0,1,0,0,1,0,0,1,,,
4455,EBAG9,chr8,110551940,1,0,0,1,0,0,1,0,0,,,
4456,EEF1D,chr8,144661867,1,0,0,1,0,0,1,0,0,,,
4457,EFR3A,chr8,132916335,0,0,0,0,0,0,0,0,0,,,
4458,EIF4EBP1,chr8,37887859,1,0,0,1,0,0,1,0,0,,,
4459,ENTPD4,chr8,23243296,1,0,0,1,0,0,1,0,0,,,
4460,ERI1,chr8,8859657,1,0,0,1,0,0,1,0,0,,,
4461,ERICH1,chr8,564746,1,0,0,1,0,0,1,0,0,,,
4462,FAM160B2,chr8,21946670,1,0,0,1,0,0,1,0,0,,,
4463,FAM167A,chr8,11278972,1,0,0,1,0,0,1,0,0,,,
4464,FAM49B,chr8,130851839,0,0,0,0,0,0,0,0,0,,,
4465,FAM83H,chr8,144806103,1,0,0,1,0,0,1,0,0,,,
4466,FAM84B,chr8,127564687,1,0,0,1,0,0,1,0,0,,,
4467,FAM91A1,chr8,124780696,1,0,0,1,0,0,1,0,0,,,
4468,FNTA,chr8,42889337,1,0,0,1,0,0,1,0,0,,,
4469,FZD6,chr8,104310661,1,0,0,1,0,0,1,0,0,,,
4470,GDAP1,chr8,75233365,1,0,1,1,0,1,1,0,0,,,
4471,GRHL2,chr8,102504660,1,0,0,1,0,0,1,0,0,,,
4472,GSDMD,chr8,144635377,1,0,0,1,0,0,1,0,0,,,
4473,GSR,chr8,30535583,1,0,0,1,0,0,1,0,0,,,
4474,GTF2E2,chr8,30435835,1,0,0,1,0,0,1,0,0,,,
4475,HGSNAT,chr8,42995556,1,0,0,1,0,0,1,0,0,,,
4476,HMBOX1,chr8,28747911,1,0,0,1,0,0,1,0,0,,,
4477,HOOK3,chr8,42752075,1,0,0,1,0,0,1,0,0,,,
4478,HSF1,chr8,145515280,1,0,0,1,0,0,1,0,0,,,
4479,IKBKB,chr8,42128820,1,0,0,1,0,0,1,0,0,,,
4480,IMPA1,chr8,82570196,1,1,0,1,1,0,1,0,0,,,
4481,IMPAD1,chr8,57870492,1,0,0,1,0,0,1,0,0,,,
4482,INTS10,chr8,19674651,0,0,0,0,0,0,0,0,0,,,
4483,INTS9,chr8,28625178,1,0,0,1,0,0,0,0,0,,,
4484,KAT6A,chr8,41786997,1,0,0,1,0,0,1,0,0,,,
4485,KBTBD11,chr8,1922044,1,0,0,1,0,0,1,0,0,,,
4486,KIF13B,chr8,28924796,1,0,0,1,0,0,1,0,0,,,
4487,LYN,chr8,56792372,1,0,0,1,0,0,1,0,0,,,
4488,MAF1,chr8,145159402,1,0,0,1,0,0,1,0,0,,,
4489,MAK16,chr8,33342268,1,0,0,1,0,0,1,0,0,,,
4490,MAPK15,chr8,144798429,1,0,0,0,0,0,0,0,0,,,
4491,MCM4,chr8,48872745,1,0,0,0,0,0,0,0,0,,,
4492,MFHAS1,chr8,8640864,1,0,0,0,0,0,0,0,0,,,
4493,MTDH,chr8,98656407,1,0,0,1,0,0,1,0,0,,,
4494,MTFR1,chr8,66556969,1,0,0,1,0,0,1,0,0,,,
4495,MTMR7,chr8,17155539,1,1,1,1,1,0,1,0,0,,,
4496,MTMR9,chr8,11141925,1,0,0,1,0,0,1,0,0,,,
4497,MTSS1,chr8,125563031,1,0,0,1,0,0,1,0,0,,,
4498,MTUS1,chr8,17501304,1,0,0,1,0,0,1,0,0,,,
4499,NBN,chr8,90945564,1,0,0,1,0,0,1,0,0,,,
4500,NCOA2,chr8,71021997,1,0,0,1,0,0,1,0,0,,,
4501,NDRG1,chr8,134249414,1,0,0,1,0,0,1,0,0,,,
4502,NEIL2,chr8,11627148,1,0,0,1,0,0,1,0,0,,,
4503,NRBP2,chr8,144915764,1,0,0,1,0,0,1,0,0,,,
4504,NSMCE2,chr8,126103921,1,0,0,1,0,0,1,0,0,,,
4505,NUDCD1,chr8,110253148,1,0,0,1,0,0,1,0,0,,,
4506,OPLAH,chr8,145106167,1,0,0,1,0,0,1,0,0,,,
4507,OXR1,chr8,107282473,1,0,0,1,0,0,1,0,0,,,
4508,PABPC1,chr8,101698044,1,0,0,0,0,0,0,0,0,,,
4509,PAG1,chr8,81880045,1,0,0,1,0,0,1,0,0,,,
4510,PARP10,chr8,145051321,1,0,0,1,0,0,1,0,0,,,
4511,PBK,chr8,27667137,1,0,0,1,0,0,1,0,0,,,
4512,PCM1,chr8,17780349,1,0,0,1,0,0,1,0,0,,,
4513,PCMTD1,chr8,52730140,0,0,0,0,0,0,0,0,0,,,
4514,PDLIM2,chr8,22435792,0,0,0,0,0,0,0,0,0,,,
4515,PEBP4,chr8,22570769,0,0,0,0,0,0,0,0,0,,,
4516,PHF20L1,chr8,133787618,1,0,0,1,0,0,1,0,0,,,
4517,PINX1,chr8,10622473,1,0,0,1,0,0,1,0,0,,,
4518,PLEC,chr8,144989321,1,0,0,1,0,0,1,0,0,,,
4519,PLEKHA2,chr8,38758753,1,0,0,1,0,0,1,0,0,,,
4520,PLEKHF2,chr8,96146032,1,0,0,1,0,0,1,0,0,,,
4521,POP1,chr8,99129525,1,0,0,1,0,0,1,0,0,,,
4522,PPP1R16A,chr8,145703352,1,0,0,1,0,0,1,0,0,,,
4523,PPP2R2A,chr8,26149007,1,0,0,1,0,0,1,0,0,,,
4524,PPP3CC,chr8,22298332,1,0,0,1,0,0,1,0,0,,,
4525,PRKDC,chr8,48685669,1,0,0,1,0,0,1,0,0,,,
4526,PTDSS1,chr8,97273943,1,0,0,1,0,0,1,0,0,,,
4527,PTK2,chr8,141667999,1,0,0,1,0,0,1,0,0,,,
4528,PTK2B,chr8,27168999,1,0,0,1,0,0,1,0,0,,,
4529,PUF60,chr8,144898514,0,0,0,0,0,0,0,0,0,,,
4530,R3HCC1,chr8,23127633,1,0,0,1,0,0,1,0,0,,,
4531,RAB11FIP1,chr8,37716136,1,0,0,1,0,0,1,0,0,,,
4532,RB1CC1,chr8,53535016,1,0,0,1,0,0,1,0,0,,,
4533,RBM12B,chr8,94741584,1,0,0,1,0,0,1,0,0,,,
4534,RBPMS,chr8,30241944,1,0,0,1,0,0,1,0,0,,,
4535,REEP4,chr8,21995533,1,0,0,0,0,0,0,0,0,,,
4536,RIPK2,chr8,90769975,1,0,0,1,0,0,1,0,0,,,
4537,RNF139,chr8,125486979,1,0,0,1,0,0,1,0,0,,,
4538,RNF170,chr8,42704780,1,0,0,1,0,0,1,0,0,,,
4539,RPL30,chr8,99037079,0,0,0,0,0,0,0,0,0,,,
4540,RPL8,chr8,146015150,0,0,0,0,0,0,0,0,0,,,
4541,RPS20,chr8,56979854,0,0,0,0,0,0,0,0,0,,,
4542,RRM2B,chr8,103216730,1,0,0,1,0,0,1,0,0,,,
4543,SAMD12,chr8,119201698,1,0,0,1,0,0,1,0,0,,,
4544,SDC2,chr8,97505579,0,0,0,0,0,0,0,0,0,,,
4545,SDCBP,chr8,59465483,1,0,0,1,0,0,1,0,0,,,
4546,SGK3,chr8,67624653,1,0,0,1,0,0,1,0,0,,,
4547,SH2D4A,chr8,19171128,1,0,1,1,0,1,1,0,0,,,
4548,SHARPIN,chr8,145153536,0,0,0,0,0,0,0,0,0,,,
4549,SLC20A2,chr8,42273993,1,0,0,1,0,0,1,0,0,,,
4550,SLC39A14,chr8,22224762,1,0,0,1,0,0,1,0,0,,,
4551,SLC39A4,chr8,145635126,1,0,0,1,0,0,1,0,0,,,
4552,SLC7A2,chr8,17354597,1,0,0,1,0,0,1,0,0,,,
4553,SNTB1,chr8,121547985,1,0,0,1,0,0,1,0,0,,,
4554,SNX16,chr8,82711816,1,0,0,1,0,0,1,0,0,,,
4555,SORBS3,chr8,22402499,1,0,0,0,0,0,0,0,0,,,
4556,SPAG1,chr8,101170134,1,0,0,0,0,0,0,0,0,,,
4557,SPIDR,chr8,48173167,1,0,0,1,0,0,1,0,0,,,
4558,STAU2,chr8,74332604,1,0,0,1,0,0,1,0,0,,,
4559,STK3,chr8,99413631,1,0,0,1,0,0,1,0,0,,,
4560,SYBU,chr8,110586207,0,0,0,0,0,0,0,0,0,,,
4561,TACC1,chr8,38585704,0,0,1,0,0,0,0,0,0,,,
4562,TAF2,chr8,120743015,1,0,0,1,0,0,1,0,0,,,
4563,TCEA1,chr8,54879112,1,0,0,1,0,0,1,0,0,,,
4564,TDRP,chr8,439803,1,0,0,1,0,0,1,0,0,,,
4565,TERF1,chr8,73921099,0,0,0,0,0,0,0,0,0,,,
4566,TGS1,chr8,56685701,1,0,0,1,0,0,1,0,0,,,
4567,THEM6,chr8,143808621,1,0,0,1,0,0,1,0,0,,,
4568,TNFRSF10A,chr8,23047965,1,0,0,0,0,0,0,0,0,,,
4569,TNFRSF10C,chr8,22941868,1,0,1,1,0,0,0,0,0,,,
4570,TPD52,chr8,80870571,1,0,0,1,0,0,1,0,0,,,
4571,TRAM1,chr8,71485677,1,0,0,1,0,0,1,0,0,,,
4572,TRAPPC9,chr8,140742586,0,0,0,0,0,0,0,0,0,,,
4573,TRPS1,chr8,116420724,1,0,0,0,0,0,0,0,0,,,
4574,TSPYL5,chr8,98285717,1,0,1,1,0,1,1,0,1,,,
4575,TSTA3,chr8,144694788,1,0,0,1,0,0,1,0,0,,,
4576,UBR5,chr8,103265240,1,0,0,1,0,0,1,0,0,,,
4577,UBXN2B,chr8,59323823,1,0,0,1,0,0,1,0,0,,,
4578,VDAC3,chr8,42249142,1,0,0,1,0,0,1,0,0,,,
4579,VPS13B,chr8,100025494,1,0,0,1,0,0,1,0,0,,,
4580,VPS37A,chr8,17104080,1,0,0,1,0,0,1,0,0,,,
4581,WWP1,chr8,87354967,1,0,0,1,0,0,1,0,0,,,
4582,YTHDF3,chr8,64081112,1,0,0,1,0,0,1,0,0,,,
4583,YWHAZ,chr8,101928753,1,0,0,1,0,0,1,0,0,,,
4584,ZBTB10,chr8,81397854,1,0,0,1,0,0,1,0,0,,,
4585,ZC2HC1A,chr8,79578282,1,0,0,1,0,0,1,0,0,,,
4586,ZC3H3,chr8,144519825,0,0,0,0,0,0,0,0,0,,,
4587,ZFHX4,chr8,77593454,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4588,ZHX1,chr8,124260696,1,0,0,1,0,0,1,0,0,,,
4589,ZHX2,chr8,123793633,1,0,0,1,0,0,1,0,0,,,
4590,ZNF703,chr8,37553269,1,0,0,1,0,0,1,0,0,,,
4591,ABCA1,chr9,107543283,1,0,0,0,0,0,0,0,0,,,
4592,ABCA2,chr9,139901686,1,0,0,0,0,0,0,0,0,,,
4593,ACO1,chr9,32384618,1,0,0,1,0,0,1,0,0,,,
4594,AGTPBP1,chr9,88161455,1,0,0,1,0,0,1,0,0,,,
4595,AIF1L,chr9,133971863,1,0,0,1,0,0,1,0,0,,,
4596,AK1,chr9,130628759,0,0,0,0,0,0,0,0,0,,,
4597,ALAD,chr9,116148597,1,0,0,1,0,0,1,0,0,,,
4598,ALG2,chr9,101978708,1,0,0,1,0,0,1,0,0,,,
4599,ANAPC2,chr9,140069236,0,0,0,0,0,0,0,0,0,,,
4600,ANKS6,chr9,101493611,1,0,0,1,0,0,1,0,0,,,
4601,ANP32B,chr9,100745643,1,0,0,1,0,0,1,0,0,,,
4602,APBA1,chr9,72042446,1,0,0,1,0,0,1,0,0,,,
4603,APTX,chr9,32972604,1,0,0,1,0,0,1,0,0,,,
4604,ARPC5L,chr9,127624409,1,0,0,1,0,0,1,0,0,,,
4605,ARRDC1,chr9,140500106,1,0,0,1,0,0,1,0,0,,,
4606,ASB6,chr9,132399171,1,0,0,1,0,0,1,0,0,,,
4607,ASS1,chr9,133320316,0,0,0,0,0,0,0,0,0,,,
4608,ATP6V1G1,chr9,117350026,1,0,0,1,0,0,1,0,0,,,
4609,B4GALT1,chr9,33104080,1,0,0,1,0,0,1,0,0,,,
4610,BAG1,chr9,33247818,1,0,0,0,0,0,0,0,0,,,
4611,BICD2,chr9,95473645,1,0,0,1,0,0,1,0,0,,,
4612,BRD3,chr9,136895427,1,0,0,1,0,0,1,0,0,,,
4613,C9orf40,chr9,77561497,1,0,0,1,0,0,1,0,0,,,
4614,C9orf72,chr9,27546544,1,0,0,0,0,0,0,0,0,,,
4615,C9orf78,chr9,132589569,1,0,0,1,0,0,1,0,0,,,
4616,CAAP1,chr9,26840683,1,0,0,1,0,0,1,0,0,,,
4617,CAMSAP1,chr9,138700333,0,0,0,0,0,0,0,0,0,,,
4618,CARD9,chr9,139256355,0,0,0,0,0,0,0,0,0,,,
4619,CD274,chr9,5450503,1,0,0,1,0,0,1,0,0,,,
4620,CDC26,chr9,116018115,1,0,0,0,0,0,0,0,0,,,
4621,CDC37L1,chr9,4679559,1,0,0,1,0,0,1,0,0,,,
4622,CDK5RAP2,chr9,123151147,1,0,0,1,0,0,1,0,0,,,
4623,CDK9,chr9,130547958,1,0,0,1,0,0,1,0,0,,,
4624,CEP78,chr9,80850978,1,0,0,0,0,0,0,0,0,,,
4625,CHMP5,chr9,33264940,1,0,0,1,0,0,1,0,0,,,
4626,CIZ1,chr9,130928343,1,0,0,1,0,0,1,0,0,,,
4627,CLTA,chr9,36190853,1,0,0,1,0,0,1,0,0,,,
4628,CNTRL,chr9,123837141,1,0,0,0,0,0,0,0,0,,,
4629,CTNNAL1,chr9,111704851,1,1,0,1,1,0,0,0,0,,,
4630,DAPK1,chr9,90112143,1,0,0,0,0,0,0,0,0,,,
4631,DCAF10,chr9,37800499,1,0,0,1,0,0,1,0,0,,,
4632,DDX58,chr9,32455300,1,0,0,1,0,0,1,0,0,,,
4633,DNAJA1,chr9,33025209,1,0,0,1,0,0,1,0,0,,,
4634,DNLZ,chr9,139253932,0,0,0,0,0,0,0,0,0,,,
4635,DNM1,chr9,130965658,1,0,0,1,0,0,1,0,0,,,
4636,DOCK8,chr9,214854,1,1,0,0,1,0,0,0,0,,,
4637,DPH7,chr9,140449356,1,0,0,0,0,0,0,0,0,,,
4638,EDF1,chr9,139756571,1,0,0,1,0,0,1,0,0,,,
4639,EHMT1,chr9,140513444,1,0,0,1,0,0,1,0,0,,,
4640,ERMP1,chr9,5765076,1,0,0,1,0,0,1,0,0,,,
4641,EXOSC2,chr9,133569108,1,0,0,0,0,0,0,0,0,,,
4642,FAM102A,chr9,130702858,1,0,0,1,0,0,1,0,0,,,
4643,FAM120A,chr9,96214004,1,0,0,1,0,0,1,0,0,,,
4644,FAM122A,chr9,71394964,1,0,0,1,0,0,1,0,0,,,
4645,FAM129B,chr9,130267618,1,0,0,1,0,0,1,0,0,,,
4646,FAM219A,chr9,34398182,1,0,0,1,0,0,1,0,0,,,
4647,FBP1,chr9,97365415,1,0,0,1,0,0,1,0,0,,,
4648,FBXW5,chr9,139834887,0,0,0,0,0,0,0,0,0,,,
